   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.8125000000000000e-03	   1.3531646934131853e-02	
   1.5625000000000000e-02	   2.7063293868263706e-02	
   2.3437500000000000e-02	   4.0594940802395563e-02	
   3.1250000000000000e-02	   5.4126587736527412e-02	
   3.9062500000000000e-02	   6.7658234670659262e-02	
   4.6875000000000000e-02	   8.1189881604791125e-02	
   5.4687500000000000e-02	   9.4721528538922975e-02	
   6.2500000000000000e-02	   1.0825317547305482e-01	
   7.0312500000000000e-02	   1.2178482240718667e-01	
   7.8125000000000000e-02	   1.3531646934131852e-01	
   8.5937500000000000e-02	   1.4884811627545039e-01	
   9.3750000000000000e-02	   1.6237976320958225e-01	
   1.0156250000000000e-01	   1.7591141014371409e-01	
   1.0937500000000000e-01	   1.8944305707784595e-01	
   1.1718750000000000e-01	   2.0297470401197779e-01	
   1.2500000000000000e-01	   2.1650635094610965e-01	
   1.3281250000000000e-01	   2.3003799788024151e-01	
   1.4062500000000000e-01	   2.4356964481437335e-01	
   1.4843750000000000e-01	   2.5710129174850521e-01	
   1.5625000000000000e-01	   2.7063293868263705e-01	
   1.6406250000000000e-01	   2.8416458561676894e-01	
   1.7187500000000000e-01	   2.9769623255090077e-01	
   1.7968750000000000e-01	   3.1122787948503261e-01	
   1.8750000000000000e-01	   3.2475952641916450e-01	
   1.9531250000000000e-01	   3.3829117335329634e-01	
   2.0312500000000000e-01	   3.5182282028742817e-01	
   2.1093750000000000e-01	   3.6535446722156001e-01	
   2.1875000000000000e-01	   3.7888611415569190e-01	
   2.2656250000000000e-01	   3.9241776108982374e-01	
   2.3437500000000000e-01	   4.0594940802395557e-01	
   2.4218750000000000e-01	   4.1948105495808746e-01	
   2.5000000000000000e-01	   4.3301270189221930e-01	
   2.5781250000000000e-01	   4.4654434882635113e-01	
   2.6562500000000000e-01	   4.6007599576048303e-01	
   2.7343750000000000e-01	   4.7360764269461486e-01	
   2.8125000000000000e-01	   4.8713928962874670e-01	
   2.8906250000000000e-01	   5.0067093656287853e-01	
   2.9687500000000000e-01	   5.1420258349701042e-01	
   3.0468750000000000e-01	   5.2773423043114231e-01	
   3.1250000000000000e-01	   5.4126587736527410e-01	
   3.2031250000000000e-01	   5.5479752429940599e-01	
   3.2812500000000000e-01	   5.6832917123353788e-01	
   3.3593750000000000e-01	   5.8186081816766966e-01	
   3.4375000000000000e-01	   5.9539246510180155e-01	
   3.5156250000000000e-01	   6.0892411203593344e-01	
   3.5937500000000000e-01	   6.2245575897006522e-01	
   3.6718750000000000e-01	   6.3598740590419711e-01	
   3.7500000000000000e-01	   6.4951905283832900e-01	
