257  0.977115943711017070
257  1.273446998225555400
257  1.570853512886706700
engy = 0.000003
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000002
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
engy = 0.000001
errAll = 0.014414
errAll = 0.013948
errAll = 0.012811
errAll = 0.010501
errAll = 0.007142
errAll = 0.004836
errAll = 0.004055
errAll = 0.004007
errAll = 0.003964
errAll = 0.004008
errAll = 0.003551
errAll = 0.003148
errAll = 0.002867
errAll = 0.002637
errAll = 0.002320
errAll = 0.002190
errAll = 0.002075
errAll = 0.002038
errAll = 0.001993
errAll = 0.001915
errAll = 0.001767
errAll = 0.001483
errAll = 0.001046
errAll = 0.000594
errAll = 0.000360
errAll = 0.000360
errAll = 0.000361
errAll = 0.000348
errAll = 0.000317
errAll = 0.000280
errAll = 0.000259
errAll = 0.000248
errAll = 0.000230
errAll = 0.000212
errAll = 0.000206
errAll = 0.000200
errAll = 0.000191
errAll = 0.000175
errAll = 0.000145
errAll = 0.000096
errAll = 0.000052
errAll = 0.000031
errAll = 0.000031
errAll = 0.000031
errAll = 0.000031
errAll = 0.000031
errAll = 0.000028
errAll = 0.000027
errAll = 0.000024
errAll = 0.000021
errAll = 0.000018
errorV = 0.002075
errorV = 0.000212
errorV = 0.000018
error0= 0.014809
RelaxTotal = 11.958984
rho = errorV(Ncycles)/error0 = 0.001191
rho = rho^(1/Ncycles)=0.105987
